KeyWords	topic
('^cohort', 'difficulty', 'child', 'think', 'area')	104_mental_health_and_mental_processes
('difficulty', 'child', 'life', 'interfere', 'area')	104_mental_health_and_mental_processes
('behaviour', 'child', 'concentration', 'follow', 'people')	104_mental_health_and_mental_processes
('child', 'teach', 'write', 'class', 'week')	104_mental_health_and_mental_processes
('control', 'worry', 'follow', 'bother', 'week')	104_mental_health_and_mental_processes
('follow', 'interest', 'bother', 'pleasure', 'week')	104_mental_health_and_mental_processes
('school', 'purpose', 'child', 'hurt', 'pick')	104_mental_health_and_mental_processes
('relationship', 'difficulty', 'peer', 'child', 'interfere')	104_mental_health_and_mental_processes
('difficulty', 'classroom', 'child', 'learn', 'interfere')	104_mental_health_and_mental_processes
('disability', 'child', 'follow', 'help', 'support')	104_mental_health_and_mental_processes
('set', 'math', 'year', 'child', 'write')	104_mental_health_and_mental_processes
('year', 'child', 'group', 'class', 'contain')	104_mental_health_and_mental_processes
('^cohort', 'behaviour', 'basis', 'child', 'answer')	104_mental_health_and_mental_processes
('child', 'expect', 'homework', 'class', 'week')	104_mental_health_and_mental_processes
('exclude', 'school', 'child', 'beginning', 'class')	104_mental_health_and_mental_processes
('prevent', 'behaviour', 'child', 'learn', 'class')	104_mental_health_and_mental_processes
('^cohort', 'burden', 'difficulty', 'child', 'think')	104_mental_health_and_mental_processes
('home', 'come', 'language', 'child', 'class')	104_mental_health_and_mental_processes
('set', 'year', 'child', 'write', 'science')	104_mental_health_and_mental_processes
('mean', 'child', 'support', 'class', 'week')	104_mental_health_and_mental_processes
('^cohort', 'child', 'upset', 'distress', 'think')	104_mental_health_and_mental_processes
('miss', 'permission', 'lesson', 'day', 'child')	104_mental_health_and_mental_processes
('cover', 'day', 'child', 'supply', 'class')	104_mental_health_and_mental_processes
('exclude', 'school', 'day', 'child', 'suspend')	104_mental_health_and_mental_processes
('conflict', 'following', 'outbreak', 'people', 'change')	104_mental_health_and_mental_processes
('way', 'start', 'purpose', 'outbreak', 'hurt')	104_mental_health_and_mental_processes
('stress', 'following', 'outbreak', 'feel', 'change')	104_mental_health_and_mental_processes
('child', 'year', 'write', 'set')	104_mental_health_and_mental_processes
('math', 'year', 'set', 'child')	104_mental_health_and_mental_processes
('difficulty', '^cohort', 'think', 'child')	104_mental_health_and_mental_processes
('upset', 'difficulty', 'distress', 'child')	104_mental_health_and_mental_processes
('year', 'science', 'set', 'child')	104_mental_health_and_mental_processes
('write', 'year', 'class', 'child')	104_mental_health_and_mental_processes
('write', 'register', 'class', 'child')	104_mental_health_and_mental_processes
('stream', 'year', 'write', 'child')	104_mental_health_and_mental_processes
('outbreak', 'health', 'month')	104_mental_health_and_mental_processes
('feel', 'day', 'cheer')	104_mental_health_and_mental_processes
('effort', 'feel', 'day')	104_mental_health_and_mental_processes
('companionship', 'feel', 'lack')	104_mental_health_and_mental_processes
('feel', 'fidgety', 'day')	104_mental_health_and_mental_processes
('difficulty', 'distress', 'child')	104_mental_health_and_mental_processes
('burden', 'difficulty', 'class')	104_mental_health_and_mental_processes
('year', 'set', 'child')	104_mental_health_and_mental_processes
('burden', 'difficulty', 'family')	104_mental_health_and_mental_processes
('statement', 'class', 'child')	104_mental_health_and_mental_processes
('school', 'teach', 'year')	104_mental_health_and_mental_processes
('child', 'science', 'set')	104_mental_health_and_mental_processes
('total', 'teach', 'year')	104_mental_health_and_mental_processes
('school', 'think', 'child')	104_mental_health_and_mental_processes
('stream', 'year', 'child')	104_mental_health_and_mental_processes
('write', 'happen', 'time')	104_mental_health_and_mental_processes
('math', 'child', 'set')	104_mental_health_and_mental_processes
('feel', 'day')	104_mental_health_and_mental_processes
('health', 'think')	104_mental_health_and_mental_processes
('feel', 'leave')	104_mental_health_and_mental_processes
('mean', 'life')	104_mental_health_and_mental_processes
('concern', 'comment')	104_mental_health_and_mental_processes
('child', 'set')	104_mental_health_and_mental_processes
('stream', 'child')	104_mental_health_and_mental_processes
('activity', 'follow', 'outbreak', 'number', 'week')	107_family_and_social_networks
('answer', 'follow', 'friend', 'community', 'question')	107_family_and_social_networks
('dress', 'provide', 'meal', 'help', 'live')	107_family_and_social_networks
('adult', 'child', 'step', 'consider', 'adopt')	107_family_and_social_networks
('lockdown', 'change', 'restriction', 'argue', 'compare')	107_family_and_social_networks
('contact', 'day', 'email', 'friend', 'live')	107_family_and_social_networks
('hour', 'person', 'help', 'live', 'week')	107_family_and_social_networks
('need', 'outbreak', 'change', 'help', 'live')	107_family_and_social_networks
('partner', 'mean', 'scale', 'moment', 'consider')	107_family_and_social_networks
('household', 'affect', 'day', 'people', 'help')	107_family_and_social_networks
('day', 'friend', 'meet', 'person', 'live')	107_family_and_social_networks
('activity', 'community', 'group', 'neighbourhood', 'medium')	107_family_and_social_networks
('need', 'provide', 'person', 'help', 'live')	107_family_and_social_networks
('day', 'friend', 'call', 'talk', 'live')	107_family_and_social_networks
('computer', 'device', 'laptop', 'phone', 'screen')	107_family_and_social_networks
('move', 'outbreak', 'change', 'live', 'word')	107_family_and_social_networks
('home', 'spend', 'day', 'total', 'week')	107_family_and_social_networks
('feeling', 'need', 'listen', 'talk', 'people')	107_family_and_social_networks
('partner', 'outbreak', 'change', 'argue', 'compare')	107_family_and_social_networks
('partner', 'outbreak', 'change', 'begin', 'argue')	107_family_and_social_networks
('school', 'day', 'child(ren', 'care', 'attend')	107_family_and_social_networks
('need', 'provide', 'month', 'outbreak', 'help')	107_family_and_social_networks
('need', 'describe', 'receive', 'change', 'help')	107_family_and_social_networks
('argue', 'people', 'change', 'live', 'compare')	107_family_and_social_networks
('hour', 'outbreak', 'receive', 'help', 'week')	107_family_and_social_networks
('hour', 'month', 'outbreak', 'help', 'week')	107_family_and_social_networks
('outbreak', 'partner', 'start', 'live')	107_family_and_social_networks
('people', 'help', 'bed', 'count')	107_family_and_social_networks
('receive', 'hour', 'help', 'week')	107_family_and_social_networks
('need', 'help', 'provide', 'week')	107_family_and_social_networks
('change', 'outbreak', 'help', 'compare')	107_family_and_social_networks
('school', 'age', 'attend', 'child(ren')	107_family_and_social_networks
('people', 'change', 'outbreak', 'live')	107_family_and_social_networks
('hour', 'help', 'live', 'week')	107_family_and_social_networks
('following', 'outbreak', 'occur')	107_family_and_social_networks
('people', 'include', 'live')	107_family_and_social_networks
('school', 'attend', 'child(ren')	107_family_and_social_networks
('live', 'child')	107_family_and_social_networks
('relationship', 'moment')	107_family_and_social_networks
('help', 'provide')	107_family_and_social_networks
('people', 'live')	107_family_and_social_networks
('term', 'school', 'day', 'person', 'attend')	108_education
('college', 'university', 'box', 'write', 'organisation')	108_education
('agree', 'mean', 'extent', 'scale', 'disagree')	108_education
('term', 'summer', 'school', 'college', 'think')	108_education
('college', 'day', 'person', 'attend', 'week')	108_education
('activity', 'follow', 'number', 'begin', 'week')	108_education
('autumn', 'college', 'child', 'person', 'attend')	108_education
('app', 'learn', 'book', 'website', 'tutoring')	108_education
('mean', 'scale', 'following', 'learn', 'establishment')	108_education
('accept', 'college', 'offer', 'apprenticeship', 'course')	108_education
('school', 'sibling', '^name', 'fee', 'pay')	108_education
('^cohort', 'lesson', 'child', 'interview', 'class')	108_education
('^name', '^he', 'leave', 'like', 'question')	108_education
('term', 'activity', 'learning', 'following', 'apply')	108_education
('autumn', 'school', 'college', 'enrol', 'begin')	108_education
('summer', 'school', 'college', 'year', 'enrol')	108_education
('term', 'start', 'school', 'college', 'child')	108_education
('age', 'child(ren', 'following', 'outbreak', 'apply')	108_education
('end', 'start', 'summer', 'holiday', 'course')	108_education
('college', 'time', 'centre', 'apprenticeship', 'course')	108_education
('way', 'activity', 'outbreak', 'learn', 'change')	108_education
('college', 'training', 'centre', 'study', 'period')	108_education
('school', 'affect', 'closure', 'think', 'progress')	108_education
('hour', 'include', 'receive', 'class', 'week')	108_education
('education', 'outbreak', 'level', 'think', 'study')	108_education
('term', 'start', 'child', 'following', 'apply')	108_education
('school', 'type', 'college', 'enrol')	108_education
('school', 'sibling', '^name', 'attend')	108_education
('education', '^he', 'leave', 'time')	108_education
('outbreak', 'affect', 'think', 'progress')	108_education
('sepcify)-', 'year', 'study', 'text')	108_education
('school', 'type', 'college', 'go')	108_education
('autumn', 'term', 'return', 'course')	108_education
('follow', 'age', 'apply', 'child(ren')	108_education
('education', 'leave', 'time')	108_education
('term', 'year', 'summer')	108_education
('following', 'schoolwork', 'study')	108_education
('qualification', 'study', 'level')	108_education
('apprenticeship', 'year', 'course')	108_education
('duration', 'course', 'text')	108_education
('following', 'apply', 'child')	108_education
('apprenticeship', 'study', 'time')	108_education
('apprenticeship', 'duration', 'course')	108_education
('school', 'type', 'go')	108_education
('school', 'enrol', 'college')	108_education
('study', 'time')	108_education
('duration', 'course')	108_education
('lesson', 'class')	108_education
('school', 'address')	108_education
('study', 'subject')	108_education
('start', 'course')	108_education
('year', 'course')	108_education
('study', 'course')	108_education
('apprenticeship', 'study')	108_education
('experience', 'answer', 'describe', 'feel', 'week')	110_expectations,_attitudes_and_beliefs
('answer', 'experience', 'thought', 'describe', 'week')	110_expectations,_attitudes_and_beliefs
"('mean', 'scale', ""'"", 'trust', 'trusting')"	110_expectations,_attitudes_and_beliefs
('agree', 'statement', 'follow', 'disagree', 'expect')	110_expectations,_attitudes_and_beliefs
('future', 'agree', 'statement', 'follow', 'disagree')	110_expectations,_attitudes_and_beliefs
('experience', 'answer', 'describe', 'mind', 'week')	110_expectations,_attitudes_and_beliefs
('deal', 'experience', 'answer', 'describe', 'week')	110_expectations,_attitudes_and_beliefs
('experience', 'answer', 'think', 'describe', 'week')	110_expectations,_attitudes_and_beliefs
('agree', 'follow', 'expect', 'disagree', 'happen')	110_expectations,_attitudes_and_beliefs
('crisis', 'mean', 'scale', 'outbreak', 'handle')	110_expectations,_attitudes_and_beliefs
('following', 'outbreak', 'people', 'change', 'area')	110_expectations,_attitudes_and_beliefs
('government', 'following', 'outbreak', 'trust', 'change')	110_expectations,_attitudes_and_beliefs
('teacher', 'think')	110_expectations,_attitudes_and_beliefs
('idea', 'use', 'method', 'develop', 'solve')	111_child_development
('demonstrate', 'control', '-', 'co', 'ordination')	111_child_development
('belief', 'need', 'culture', 'view', 'treat')	111_child_development
('link', 'communicate', 'explore', 'work', 'make')	111_child_development
('mean', 'growth', 'child', 'hair', 'face')	111_child_development
('self', 'consequence', 'action', 'consider', 'word')	111_child_development
('answer', 'show', 'find', 'text', 'question')	111_child_development
('element', 'event', 'opening', 'character', 'story')	111_child_development
('addition', 'subtraction', 'game', 'vocabulary', 'respond')	111_child_development
('activity', 'conversation', 'interact', 'plan', 'negotiate')	111_child_development
('attempt', 'write', 'use', 'knowledge', 'word')	111_child_development
('activity', 'subtract', 'add', 'discussion', 'begin')	111_child_development
('letter', 'pencil', 'hold', 'use', 'form')	111_child_development
('shape', 'picture', 'model', 'pattern', 'describe')	111_child_development
('communicate', 'design', 'express', 'make', 'role')	111_child_development
('letter', 'read', 'sound', 'knowledge', 'word')	111_child_development
('art', 'dance', 'feel', 'respond', 'hear')	111_child_development
('rhyme', 'nursery', 'name', 'say', 'number')	111_child_development
('construct', 'difference', 'similarity', 'identifie', 'technique')	111_child_development
('sentence', 'caption', 'punctuation', 'form', 'begin')	111_child_development
('classroom', 'activity', 'show', 'interest', 'participation')	111_child_development
('attempt', 'purpose', 'form', 'variety', 'feature')	111_child_development
('control', 'show', '-', 'co', 'ordination')	111_child_development
('conclusion', 'persevere', 'involvement', 'try', 'solve')	111_child_development
('adapt', 'build', 'range', 'resource', 'object')	111_child_development
('body', 'change', 'keep', 'importance', 'happen')	111_child_development
('event', 'observe', 'material', 'feature', 'object')	111_child_development
('surrounding', 'explore', 'show', 'interest', 'curiosity')	111_child_development
('read', 'accuracy', 'choice', 'book', 'fluency')	111_child_development
('mixing', 'experiment', 'mark', 'meaning', 'ascribe')	111_child_development
('range', 'show', 'use', 'equipment', 'skill')	111_child_development
('awareness', 'confidence', 'show', 'speak', 'listener')	111_child_development
('awareness', 'confidence', 'show', 'variety', 'space')	111_child_development
('choose', 'display', 'activity', 'level', 'involvement')	111_child_development
('action', 'comment', 'enjoyment', 'listen', 'poem')	111_child_development
('awareness', 'clarify', 'listen', 'listener', 'detail')	111_child_development
('create', 'make', 'engage', 'people', 'object')	111_child_development
('experience', 'engage', 'variety', 'respond', 'medium')	111_child_development
('identity', 'emotion', 'display', 'express', 'sense')	111_child_development
('turn', 'group', 'share', 'take', 'class')	111_child_development
('explore', 'match', 'music', 'recognise', 'change')	111_child_development
('awareness', 'range', 'show', 'material', 'object')	111_child_development
('adult', 'agree', 'child', 'group', 'people')	111_child_development
('consistency', 'punctuate', 'communicate', 'mean', 'phrase')	111_child_development
('awareness', 'confidence', 'show', 'balance', 'equipment')	111_child_development
('capture', 'experience', 'variety', 'try', 'medium')	111_child_development
('circle', 'use', 'size', 'solid', 'describe')	111_child_development
('communication', 'find', 'us', 'support', 'technique')	111_child_development
('belief', 'respect', 'culture', 'people', 'develop')	111_child_development
('addition', 'bond', 'strategy', 'number', 'recall')	111_child_development
('quantity', 'difference', 'recognise', 'object', 'compare')	111_child_development
('order', 'use', 'count', 'recognise', 'number')	111_child_development
('feeling', 'range', 'experience', 'show', 'respond')	111_child_development
('vowel', 'say', 'sound', 'hear', 'word')	111_child_development
('draw', 'language', 'pattern', 'retell', 'story')	111_child_development
('feeling', 'awareness', 'need', 'develop', 'view')	111_child_development
('clarify', 'meaning', 'think', 'talk', 'word')	111_child_development
('ask', 'difference', 'change', 'question', 'happen')	111_child_development
('phonic', 'attempt', 'read', 'knowledge', 'word')	111_child_development
('letter', 'name', 'sound', 'link', 'alphabet')	111_child_development
('activity', 'speak', 'initiate', 'group', 'try')	111_child_development
('adult', 'hygiene', 'dress', 'undress', 'support')	111_child_development
('experience', 'imagine', 'recreate', 'use', 'role')	111_child_development
('adult', 'turn', 'share', 'support', 'take')	111_child_development
('belief', 'event', 'culture', 'people', 'begin')	111_child_development
('control', 'tool', 'material', 'construction', 'object')	111_child_development
('action', 'reflect', 'activitie', 'talk', 'modify')	111_child_development
('dislike', 'feature', 'investigate', 'live', 'object')	111_child_development
('explore', 'dimension', 'form', 'colour', 'texture')	111_child_development
('language', '3d', 'us', 'describe', 'object')	111_child_development
('menstruate', 'mean', 'child', 'begin', 'period')	111_child_development
('day', 'time', '^he', 'take', 'want')	111_child_development
('cry', '^he', 'think', '^Jack', 'fuss')	111_child_development
('ask', 'child', 'increase', 'approach', 'height')	111_child_development
('smile', 'coo', '^he', 'think', '^Jack')	111_child_development
('read', 'know', 'print', 'right')	111_child_development
('sound', 'word', 'say', 'hear')	111_child_development
('describe', 'position', 'us', 'word')	111_child_development
('express', 'need', 'way', 'feeling')	111_child_development
('read', 'knowledge', 'use', 'word')	111_child_development
('manage', 'dress', 'hygiene', 'undress')	111_child_development
('relationship', 'form', 'adult', 'peer')	111_child_development
('activity', 'resource', 'use', 'select')	111_child_development
('read', 'range', 'sentence', 'word')	111_child_development
('number', 'name', 'say', 'order')	111_child_development
('recognise', 'pattern', 'recreate', 'talk')	111_child_development
('meaning', 'communicate', 'use', 'letter')	111_child_development
('mean', 'convey', 'know', 'print')	111_child_development
('communication', 'display', 'initiate', 'confidence')	111_child_development
('show', 'alliteration', 'rhyme', 'awareness')	111_child_development
('match', 'sort', 'object', 'talk')	111_child_development
('show', 'movement', 'control', 'scale')	111_child_development
('use', 'language', 'quantity', 'compare')	111_child_development
('group', 'addition', 'combine', 'relate')	111_child_development
('child', 'change', 'spot', 'skin')	111_child_development
('menstruate', 'start', 'cohort', 'child')	111_child_development
('child', 'educate', 'language', 'state')	111_child_development
('time', '^he', 'think', '^Jack')	111_child_development
('interest', 'develop', 'book')	111_child_development
('song', 'sing', 'memory')	111_child_development
('^he', 'think', '^Jack')	111_child_development
('sound', 'write', 'represent')	111_child_development
('community', 'communicate', 'home')	111_child_development
('maintain', 'attention', 'concentrate')	111_child_development
('subtraction', 'take', 'relate')	111_child_development
('activity', 'rhyme', 'join')	111_child_development
('relationship', 'gesture', 'talk')	111_child_development
('sound', 'link', 'letter')	111_child_development
('carer', 'support', 'separate')	111_child_development
('account', 'take', 'idea')	111_child_development
('memory', 'write', 'word')	111_child_development
('find', 'group', 'object')	111_child_development
('voice', 'get', 'child')	111_child_development
('think', '^Jack', 'place')	111_child_development
('growth', 'breast', 'child')	111_child_development
('object', 'count')	111_child_development
('continue', 'learn')	111_child_development
('respond', 'listen')	111_child_development
('date', 'completion')	111_child_development
('number', 'find')	111_child_development
('numeral', 'recognise')	111_child_development
('number', 'order')	111_child_development
('word', 'recognise')	111_child_development
('think', '^Jack')	111_child_development
('follow', 'apply')	111_child_development
('ask', 'partner', 'weight', 'check', 'like')	114_pregnancy
('week', 'answer', 'want', 'month')	114_pregnancy
('weight', 'ask', 'like', 'check')	114_pregnancy
('number', 'enter')	114_pregnancy
('natal', 'ante')	114_pregnancy
('ask', 'time')	114_pregnancy
('baby', 'conceive')	114_pregnancy
('receive', 'treatment')	114_pregnancy
('problem', 'illness')	114_pregnancy
('answer', 'continue', 'amend', 'telephone', 'number')	115_administration
('provide', 'postcode', 'address', 'line', 'enter')	115_administration
('digit', 'include', 'code', 'number', 'area')	115_administration
('consent', 'give', 'interviewer', 'sn', 'number')	115_administration
('^cohort', 'child', 'number', '^Either', 'sn')	115_administration
('complete', 'self', 'respondent', 'unable', 'completion')	115_administration
('answer', 'continue', 'help', 'question', 'key')	115_administration
('^cohort', 'ask', 'child', 'like', 'question')	115_administration
('contact', 'find', 'friend', 'case', 'number')	115_administration
('record', 'allow', 'information', 'team', 'collect')	115_administration
('address', 'find', 'like', 'change', 'measure')	115_administration
('date', 'birth', 'sex', 'child', 'number')	115_administration
('read', 'computer', 'answer', 'prefer', 'question')	115_administration
('ask', 'consent', 'option', 'interviewer', 'carry')	115_administration
('consent', 'form', 'record', 'person', 'give')	115_administration
('begin', 'end', 'like', 'ask', 'interview')	115_administration
('^cohort', 'child', 'measurement', 'record', 'give')	115_administration
('case', 'interview', 'check', 'survey', 'carry')	115_administration
('contact', 'email', 'hold', 'use', 'address')	115_administration
('future', 'contact', 'email', 'use', 'address')	115_administration
('^cohort', 'include', 'child', 'write', 'check')	115_administration
('accept', 'computer', 'following', 'interview', 'person')	115_administration
('UNABLE', 'answer', 'interviewer', 'PROXY', 'question')	115_administration
('tell', 'write', 'surname', 'person', 'title')	115_administration
('family', 'ask', 'grow', 'like', 'parent')	115_administration
('answer', 'carry', 'finish', 'question', 'thank')	115_administration
('tell', 'respondent', 'write', 'surname', 'title')	115_administration
('^name', 'answer', 'moment', 'like', 'question')	115_administration
('end', 'detail', 'check', 'take', 'thank')	115_administration
('^cohort', 'sample', 'child', 'check', 'file')	115_administration
('say', 'answer', 'continue', 'postcode', 'amend')	115_administration
('say', 'answer', 'continue', 'amend', 'address')	115_administration
('child', 'collect', 'detail', 'telephone', 'number')	115_administration
('^cohort', 'go', 'ask', 'child', 'activity')	115_administration
('twin', 'name', 'child', 'activity', 'question')	115_administration
('child', 'leave', 'assessment', 'COMPLETE', 'cognitive')	115_administration
('check', 'tell', 'month', 'plan', 'address')	115_administration
('field', 'office', 'comment', 'data', 'survey')	115_administration
('READ', '):', 'email', 'time', 'address')	115_administration
('^middle', 'confirm', 'TITLE', 'surname', 'enter')	115_administration
('check', '-', 'mail', 'address', 'e')	115_administration
('@', 'tell', 'sign', 'address', 'thank')	115_administration
('^cohort', '^education', 'determine', 'interview', 'question')	115_administration
('^cohort', 'ask', 'name', 'child', 'question')	115_administration
('ask', 'consent', 'option', 'form', 'carry')	115_administration
('need', 'info', 'respondent', 'collect', 'triplet')	115_administration
('consent', 'paper', 'child', 'completion', 'interviewer')	115_administration
('able', 'answer', 'edit', 'interviewer', 'enter')	115_administration
('ask', 'household', 'detail', 'person', 'like')	115_administration
('compute', 'computer', 'household', 'minute', '^duration')	115_administration
('form', 'point', 'person', 'interviewer', 'number')	115_administration
('health', 'contact', 'ask', 'teacher', 'child')	115_administration
('move', 'ask', 'record', 'triplet', 'address')	115_administration
('click', 'profile', 'find', 'screen', 'username')	115_administration
('app', 'covid-19', 'use', 'record', 'survey')	115_administration
('click', 'answer', 'continue', 'add', 'like')	115_administration
('information', 'provide', 'add', 'record', 'address')	115_administration
('contact', 'phone', 'century', 'telephone', 'number')	115_administration
('digit', 'phone', '+', 'number', 'enter')	115_administration
('home', 'phone', 'select', 'telephone', 'number')	115_administration
('account', 'contact', 'future', 'use', 'username')	115_administration
('number', 'include', 'telephone', 'enter')	115_administration
('number', 'phone', 'select', 'telephone')	115_administration
('write', 'surname', 'title', 'tell')	115_administration
('contact', 'telephone', 'check', 'number')	115_administration
('check', 'file', 'sample', 'record')	115_administration
('accept', 'computer', 'answer', 'question')	115_administration
('sibling', 'answer', 'get', 'question')	115_administration
('male', 'female', 'person', 'girl')	115_administration
('cohort', 'member', '^ff.name', 'live')	115_administration
('^name', 'data', 'linkage', 'WRITTEN')	115_administration
('self', 'sibling', 'paper', 'number')	115_administration
('press', 'CONTINUE', 'SCRIPT', 'continue')	115_administration
('refuse', 'reason', 'self', 'respondent')	115_administration
('^feed', 'know', 'name/^you', 'respondent')	115_administration
('contact', 'TITLE', 'surname', 'title')	115_administration
('firstname', 'surname', 'title', 'tell')	115_administration
('username', 'enter', '-', 'ensure')	115_administration
('number', 'start', 'phone', 'digit')	115_administration
('surname', 'title', 'tell')	115_administration
('address', '@', 'sign')	115_administration
('ask', 'like', 'parent')	115_administration
('check', '^cohort', 'child')	115_administration
('complete', 'questionnaire', 'child')	115_administration
('address', 'detail', 'confirm')	115_administration
('number', 'hold', 'telephone')	115_administration
('date', 'child', 'interview')	115_administration
('end', 'PROXY', 'question')	115_administration
('date', '^today', 'today')	115_administration
('present', 'parent', 'question')	115_administration
('person', 'email', 'tell')	115_administration
('^cohort', 'child', 'like')	115_administration
('^ff.name', 'cohort', 'child')	115_administration
('consent', 'record', 'give')	115_administration
('memory', 'make', 'decision')	115_administration
('person', 'number', 'tell')	115_administration
('partner', 'interviewer', 'interview')	115_administration
('number', 'phone', 'work')	115_administration
('TITLE', 'surname', 'title')	115_administration
('contact', 'find', 'detail')	115_administration
('ask', 'child', 'like')	115_administration
('reason', 'respondent', 'write')	115_administration
('address', 'line')	115_administration
('surname', 'title')	115_administration
('phone', 'number')	115_administration
('^name', 'interview')	115_administration
('person', 'enter')	115_administration
('refuse', 'reason(s')	115_administration
('conduct', 'interview')	115_administration
('address', 'email')	115_administration
('translate', 'interview')	115_administration
('date', 'interview')	115_administration
('know', 'respondent')	115_administration
('^cohort', 'child')	115_administration
('number', 'enter')	115_administration
('start', 'household')	115_administration
('length', 'code')	115_administration
('class', 'child')	115_administration
('conduct', 'language')	115_administration
('address', 'check')	115_administration
('completion', 'self')	115_administration
('specify', 'reason')	115_administration
('^ff.name', 'cohort')	115_administration
('person', '^name')	115_administration
('VERBAL', 'child')	115_administration
('address', 'year')	115_administration
('thank', 'respondent')	115_administration
('ask', 'like')	115_administration
('WRITTEN', '^name')	115_administration
('check', 'file')	115_administration
('question', 'answer')	115_administration
('number', 'household')	115_administration
('READ', 'respondent')	115_administration
('version', 'child')	115_administration
('check', 'like')	115_administration
('date', 'today')	115_administration
('start', 'think')	115_administration
('self', 'respondent')	115_administration
('address', 'e')	115_administration
('catch', 'condition', 'illness', 'message', 'risk')	116_covid-19
('hospital', 'appointment', 'investigation', 'patient', 'consultation')	116_covid-19
('date', 'plan', 'delay', 'place', 'appointment')	116_covid-19
('prescribe', 'medication', 'time', 'outbreak', 'take')	116_covid-19
('phone', 'place', 'appointment', 'person', 'video')	116_covid-19
('prescribe', 'difficulty', 'obtain', 'outbreak', 'medication')	116_covid-19
('relation', 'think', 'seek', 'advice', 'cause')	116_covid-19
('prescribe', 'difficulty', 'obtain', 'have', 'medication')	116_covid-19
('disease', 'hypertension', 'time', 'follow', 'take')	116_covid-19
('choose', 'offer', 'covid-19', 'vaccinate', 'vaccination')	116_covid-19
('behaviour', 'book', 'appointment', 'counselling', 'therapy')	116_covid-19
('procedure', 'cancel', 'outbreak', 'appointment', 'surgery')	116_covid-19
('behaviour', 'appointment', 'counselling', 'take', 'therapy')	116_covid-19
('date', 'plan', 'delay', 'place', 'surgery')	116_covid-19
('prescribe', 'type', 'take', 'time', 'medication')	116_covid-19
('appointment', 'outbreak', 'book', 'time')	116_covid-19
('obtain', 'type', 'medication', 'difficulty')	116_covid-19
('appointment', 'counselling', 'behaviour', 'therapy')	116_covid-19
('obtain', 'difficulty', 'prescribe', 'medication')	116_covid-19
('appointment', 'type', 'cancel', 'delay')	116_covid-19
('surgery', 'take', 'place')	116_covid-19
('appointment', 'cancel', 'delay')	116_covid-19
('covid-19', 'vaccination', 'offer')	116_covid-19
('choose', 'vaccinate')	116_covid-19
('date', 'vaccinate')	116_covid-19
('covid-19', 'vaccinate')	116_covid-19
('check', 'partner', '^name', 'born')	10101_place_of_birth
('born', 'partner', '^name')	10101_place_of_birth
('check', 'born')	10101_place_of_birth
('born', 'father')	10101_place_of_birth
('born', 'mother')	10101_place_of_birth
('person', 'sex', 'code')	10102_gender
('male', 'female', 'girl')	10102_gender
('boy', 'girl', 'child')	10102_gender
('child', '^cohort', 'code')	10102_gender
('person', 'code')	10102_gender
('child', 'code')	10102_gender
('partner', 'belong', 'regard', 'group', 'card')	10103_ethnic_group
